Date,Time,Temp,Humidity,Barometer
16-May-19,8:00 PM,10ʡC,93%,1027 mbar
16-May-19,9:00 PM,8ʡC,93%,1027 mbar
16-May-19,11:00 PM,7ʡC,94%,1027 mbar
17-May-19,12:00 AM,7ʡC,96%,1027 mbar
17-May-19,2:00 AM,6ʡC,95%,1026 mbar
17-May-19,3:00 AM,6ʡC,96%,1026 mbar
17-May-19,5:00 AM,5ʡC,96%,1026 mbar
17-May-19,6:00 AM,5ʡC,96%,1027 mbar
17-May-19,8:00 AM,6ʡC,96%,1027 mbar
17-May-19,9:00 AM,9ʡC,96%,1028 mbar
17-May-19,11:00 AM,14ʡC,75%,1028 mbar
17-May-19,12:00 PM,16ʡC,69%,1027 mbar
17-May-19,2:00 PM,18ʡC,55%,1026 mbar
17-May-19,3:00 PM,17ʡC,60%,1026 mbar
17-May-19,5:00 PM,15ʡC,70%,1026 mbar
17-May-19,6:00 PM,13ʡC,84%,1027 mbar
17-May-19,8:00 PM,10ʡC,94%,1028 mbar
17-May-19,9:00 PM,10ʡC,95%,1029 mbar
17-May-19,11:00 PM,8ʡC,95%,1029 mbar
18-May-19,12:00 AM,7ʡC,96%,1029 mbar
18-May-19,2:00 AM,6ʡC,96%,1029 mbar
18-May-19,3:00 AM,6ʡC,96%,1029 mbar
18-May-19,5:00 AM,5ʡC,97%,1029 mbar
18-May-19,6:00 AM,6ʡC,97%,1029 mbar
18-May-19,8:00 AM,6ʡC,97%,1030 mbar
18-May-19,9:00 AM,8ʡC,97%,1031 mbar
18-May-19,11:00 AM,15ʡC,88%,1030 mbar
18-May-19,12:00 PM,16ʡC,73%,1030 mbar
18-May-19,2:00 PM,18ʡC,50%,1028 mbar
18-May-19,3:00 PM,18ʡC,55%,1028 mbar
18-May-19,5:00 PM,16ʡC,72%,1028 mbar
18-May-19,6:00 PM,13ʡC,93%,1029 mbar
18-May-19,8:00 PM,11ʡC,96%,1030 mbar
18-May-19,9:00 PM,10ʡC,96%,1030 mbar
18-May-19,11:00 PM,8ʡC,97%,1030 mbar
19-May-19,12:00 AM,8ʡC,97%,1029 mbar
19-May-19,2:00 AM,7ʡC,97%,1028 mbar
19-May-19,3:00 AM,7ʡC,97%,1028 mbar
19-May-19,5:00 AM,8ʡC,98%,1028 mbar
19-May-19,6:00 AM,8ʡC,98%,1028 mbar
19-May-19,8:00 AM,8ʡC,98%,1028 mbar
19-May-19,9:00 AM,10ʡC,98%,1028 mbar
19-May-19,11:00 AM,16ʡC,77%,1028 mbar
19-May-19,12:00 PM,18ʡC,72%,1026 mbar
19-May-19,2:00 PM,22ʡC,45%,1025 mbar
19-May-19,3:00 PM,22ʡC,44%,1024 mbar
19-May-19,5:00 PM,18ʡC,62%,1024 mbar
19-May-19,6:00 PM,17ʡC,63%,1024 mbar
19-May-19,8:00 PM,15ʡC,73%,1024 mbar
19-May-19,9:00 PM,15ʡC,80%,1024 mbar
19-May-19,11:00 PM,14ʡC,87%,1023 mbar
20-May-19,12:00 AM,14ʡC,88%,1023 mbar
20-May-19,2:00 AM,14ʡC,92%,1022 mbar
20-May-19,3:00 AM,15ʡC,85%,1021 mbar
20-May-19,5:00 AM,14ʡC,94%,1021 mbar
20-May-19,6:00 AM,14ʡC,93%,1020 mbar
20-May-19,8:00 AM,15ʡC,92%,1020 mbar
20-May-19,9:00 AM,15ʡC,91%,1020 mbar
20-May-19,11:00 AM,14ʡC,94%,1019 mbar
20-May-19,12:00 PM,16ʡC,94%,1018 mbar
20-May-19,2:00 PM,20ʡC,68%,1017 mbar
20-May-19,3:00 PM,19ʡC,70%,1017 mbar
20-May-19,5:00 PM,19ʡC,65%,1017 mbar
20-May-19,6:00 PM,18ʡC,69%,1018 mbar
20-May-19,8:00 PM,16ʡC,69%,1020 mbar
20-May-19,9:00 PM,16ʡC,72%,1020 mbar
20-May-19,11:00 PM,14ʡC,79%,1021 mbar
21-May-19,12:00 AM,13ʡC,87%,1020 mbar
21-May-19,2:00 AM,12ʡC,90%,1020 mbar
21-May-19,3:00 AM,12ʡC,90%,1020 mbar
21-May-19,5:00 AM,12ʡC,92%,1020 mbar
21-May-19,6:00 AM,12ʡC,92%,1021 mbar
21-May-19,8:00 AM,13ʡC,90%,1022 mbar
21-May-19,9:00 AM,14ʡC,84%,1023 mbar
21-May-19,11:00 AM,17ʡC,75%,1023 mbar
21-May-19,12:00 PM,18ʡC,64%,1022 mbar
21-May-19,2:00 PM,18ʡC,60%,1022 mbar
21-May-19,3:00 PM,18ʡC,64%,1022 mbar
21-May-19,5:00 PM,17ʡC,68%,1022 mbar
21-May-19,6:00 PM,17ʡC,70%,1023 mbar
21-May-19,8:00 PM,15ʡC,79%,1024 mbar
21-May-19,9:00 PM,14ʡC,86%,1024 mbar
21-May-19,11:00 PM,12ʡC,93%,1025 mbar
22-May-19,12:00 AM,11ʡC,94%,1025 mbar
22-May-19,2:00 AM,10ʡC,94%,1025 mbar
22-May-19,3:00 AM,9ʡC,95%,1026 mbar
22-May-19,5:00 AM,9ʡC,96%,1026 mbar
22-May-19,6:00 AM,8ʡC,96%,1026 mbar
22-May-19,8:00 AM,10ʡC,96%,1028 mbar
22-May-19,9:00 AM,13ʡC,94%,1028 mbar
22-May-19,11:00 AM,17ʡC,74%,1028 mbar
22-May-19,12:00 PM,19ʡC,62%,1028 mbar
22-May-19,2:00 PM,19ʡC,54%,1026 mbar
22-May-19,3:00 PM,20ʡC,53%,1026 mbar
22-May-19,5:00 PM,17ʡC,68%,1026 mbar
22-May-19,6:00 PM,14ʡC,88%,1027 mbar
22-May-19,8:00 PM,12ʡC,95%,1028 mbar
22-May-19,9:00 PM,11ʡC,96%,1028 mbar
22-May-19,11:00 PM,9ʡC,96%,1027 mbar
23-May-19,12:00 AM,8ʡC,97%,1027 mbar
23-May-19,2:00 AM,7ʡC,97%,1026 mbar
23-May-19,3:00 AM,7ʡC,97%,1026 mbar
23-May-19,5:00 AM,6ʡC,97%,1026 mbar
23-May-19,6:00 AM,7ʡC,98%,1025 mbar
23-May-19,8:00 AM,7ʡC,98%,1026 mbar
23-May-19,9:00 AM,9ʡC,98%,1026 mbar
23-May-19,11:00 AM,16ʡC,74%,1025 mbar
23-May-19,12:00 PM,19ʡC,64%,1024 mbar
23-May-19,2:00 PM,22ʡC,44%,1021 mbar
23-May-19,3:00 PM,23ʡC,43%,1020 mbar
23-May-19,5:00 PM,20ʡC,51%,1020 mbar
23-May-19,6:00 PM,18ʡC,57%,1020 mbar
23-May-19,8:00 PM,17ʡC,60%,1020 mbar
23-May-19,9:00 PM,17ʡC,58%,1019 mbar
23-May-19,11:00 PM,17ʡC,61%,1019 mbar
24-May-19,12:00 AM,18ʡC,51%,1019 mbar
24-May-19,2:00 AM,18ʡC,49%,1018 mbar
24-May-19,3:00 AM,16ʡC,55%,1018 mbar
24-May-19,5:00 AM,15ʡC,62%,1016 mbar
24-May-19,6:00 AM,14ʡC,64%,1017 mbar
24-May-19,8:00 AM,13ʡC,77%,1018 mbar
24-May-19,9:00 AM,15ʡC,66%,1018 mbar
24-May-19,11:00 AM,16ʡC,84%,1017 mbar
24-May-19,12:00 PM,15ʡC,88%,1016 mbar
24-May-19,2:00 PM,21ʡC,50%,1012 mbar
24-May-19,3:00 PM,22ʡC,43%,1012 mbar
24-May-19,5:00 PM,20ʡC,50%,1013 mbar
24-May-19,6:00 PM,19ʡC,54%,1013 mbar
24-May-19,8:00 PM,18ʡC,65%,1014 mbar
24-May-19,9:00 PM,16ʡC,92%,1014 mbar
24-May-19,11:00 PM,15ʡC,93%,1014 mbar
25-May-19,12:00 AM,15ʡC,92%,1014 mbar
25-May-19,2:00 AM,12ʡC,93%,1014 mbar
25-May-19,3:00 AM,13ʡC,94%,1013 mbar
25-May-19,5:00 AM,11ʡC,95%,1013 mbar
25-May-19,6:00 AM,11ʡC,95%,1013 mbar
25-May-19,8:00 AM,11ʡC,95%,1013 mbar
25-May-19,9:00 AM,14ʡC,92%,1013 mbar
25-May-19,11:00 AM,17ʡC,68%,1012 mbar
25-May-19,12:00 PM,16ʡC,81%,1012 mbar
25-May-19,2:00 PM,16ʡC,81%,1010 mbar
25-May-19,3:00 PM,17ʡC,77%,1009 mbar
25-May-19,5:00 PM,16ʡC,79%,1010 mbar
25-May-19,6:00 PM,14ʡC,93%,1010 mbar
25-May-19,8:00 PM,12ʡC,93%,1011 mbar
25-May-19,9:00 PM,12ʡC,93%,1011 mbar
25-May-19,11:00 PM,11ʡC,93%,1012 mbar
26-May-19,12:00 AM,11ʡC,90%,1012 mbar
26-May-19,2:00 AM,10ʡC,92%,1012 mbar
26-May-19,3:00 AM,10ʡC,92%,1012 mbar
26-May-19,5:00 AM,10ʡC,92%,1012 mbar
26-May-19,6:00 AM,9ʡC,90%,1013 mbar
26-May-19,8:00 AM,9ʡC,90%,1013 mbar
26-May-19,9:00 AM,11ʡC,78%,1013 mbar
26-May-19,11:00 AM,14ʡC,60%,1013 mbar
26-May-19,12:00 PM,14ʡC,57%,1012 mbar
26-May-19,2:00 PM,14ʡC,59%,1009 mbar
26-May-19,3:00 PM,14ʡC,62%,1008 mbar
26-May-19,5:00 PM,14ʡC,67%,1006 mbar
26-May-19,6:00 PM,13ʡC,77%,1006 mbar
26-May-19,8:00 PM,10ʡC,97%,1006 mbar
26-May-19,9:00 PM,10ʡC,97%,1007 mbar
26-May-19,11:00 PM,10ʡC,88%,1006 mbar
27-May-19,12:00 AM,10ʡC,92%,1006 mbar
27-May-19,2:00 AM,8ʡC,83%,1006 mbar
27-May-19,3:00 AM,8ʡC,81%,1006 mbar
27-May-19,5:00 AM,7ʡC,92%,1005 mbar
27-May-19,6:00 AM,7ʡC,92%,1006 mbar
27-May-19,8:00 AM,6ʡC,93%,1007 mbar
27-May-19,9:00 AM,7ʡC,93%,1007 mbar
27-May-19,11:00 AM,10ʡC,93%,1008 mbar
27-May-19,12:00 PM,12ʡC,87%,1008 mbar
27-May-19,2:00 PM,13ʡC,61%,1009 mbar
27-May-19,3:00 PM,13ʡC,64%,1010 mbar
27-May-19,5:00 PM,10ʡC,76%,1012 mbar
27-May-19,6:00 PM,10ʡC,88%,1012 mbar
27-May-19,8:00 PM,9ʡC,86%,1013 mbar
27-May-19,9:00 PM,9ʡC,83%,1013 mbar
27-May-19,11:00 PM,9ʡC,84%,1013 mbar
28-May-19,12:00 AM,9ʡC,86%,1013 mbar
28-May-19,2:00 AM,10ʡC,88%,1011 mbar
28-May-19,3:00 AM,10ʡC,90%,1011 mbar
28-May-19,5:00 AM,10ʡC,92%,1009 mbar
28-May-19,6:00 AM,10ʡC,93%,1009 mbar
28-May-19,8:00 AM,12ʡC,83%,1008 mbar
28-May-19,9:00 AM,12ʡC,86%,1008 mbar
28-May-19,11:00 AM,14ʡC,81%,1008 mbar
28-May-19,12:00 PM,14ʡC,82%,1007 mbar
28-May-19,2:00 PM,14ʡC,84%,1004 mbar
28-May-19,3:00 PM,15ʡC,68%,1004 mbar
28-May-19,5:00 PM,14ʡC,66%,1002 mbar
28-May-19,6:00 PM,13ʡC,67%,1002 mbar
28-May-19,8:00 PM,12ʡC,66%,1001 mbar
28-May-19,9:00 PM,10ʡC,88%,1001 mbar
28-May-19,11:00 PM,10ʡC,91%,1001 mbar
29-May-19,12:00 AM,10ʡC,87%,1000 mbar
29-May-19,2:00 AM,8ʡC,90%,1000 mbar
29-May-19,3:00 AM,8ʡC,86%,999 mbar
29-May-19,5:00 AM,8ʡC,90%,999 mbar
29-May-19,6:00 AM,7ʡC,93%,999 mbar
29-May-19,8:00 AM,7ʡC,91%,1002 mbar
29-May-19,9:00 AM,8ʡC,82%,1002 mbar
29-May-19,11:00 AM,8ʡC,92%,1004 mbar
29-May-19,12:00 PM,7ʡC,87%,1004 mbar
29-May-19,2:00 PM,9ʡC,92%,1004 mbar
29-May-19,3:00 PM,7ʡC,93%,1006 mbar
29-May-19,5:00 PM,7ʡC,89%,1008 mbar
29-May-19,6:00 PM,7ʡC,84%,1010 mbar
29-May-19,8:00 PM,7ʡC,89%,1012 mbar
29-May-19,9:00 PM,7ʡC,93%,1013 mbar
29-May-19,11:00 PM,6ʡC,94%,1014 mbar
30-May-19,12:00 AM,6ʡC,93%,1015 mbar
30-May-19,2:00 AM,7ʡC,93%,1016 mbar
30-May-19,3:00 AM,7ʡC,93%,1017 mbar
30-May-19,9:00 AM,8ʡC,92%,1022 mbar
30-May-19,11:00 AM,11ʡC,79%,1023 mbar
30-May-19,12:00 PM,12ʡC,74%,1023 mbar
30-May-19,2:00 PM,12ʡC,73%,1022 mbar
30-May-19,3:00 PM,12ʡC,71%,1022 mbar
30-May-19,5:00 PM,12ʡC,81%,1023 mbar
30-May-19,6:00 PM,11ʡC,93%,1023 mbar
30-May-19,8:00 PM,11ʡC,94%,1024 mbar
30-May-19,9:00 PM,11ʡC,94%,1024 mbar
30-May-19,11:00 PM,11ʡC,96%,1024 mbar
30-May-19,12:00 AM,11ʡC,96%,1023 mbar
31-May-19,2:00 AM,12ʡC,94%,1023 mbar
31-May-19,3:00 AM,12ʡC,94%,1024 mbar
31-May-19,5:00 AM,12ʡC,94%,1024 mbar
31-May-19,6:00 AM,12ʡC,95%,1024 mbar
31-May-19,8:00 AM,12ʡC,94%,1026 mbar
31-May-19,9:00 AM,12ʡC,95%,1027 mbar
31-May-19,11:00 AM,12ʡC,95%,1028 mbar
31-May-19,12:00 PM,12ʡC,95%,1028 mbar
31-May-19,2:00 PM,13ʡC,93%,1028 mbar
31-May-19,3:00 PM,13ʡC,83%,1028 mbar
31-May-19,5:00 PM,13ʡC,85%,1028 mbar
31-May-19,6:00 PM,13ʡC,80%,1029 mbar
31-May-19,8:00 PM,13ʡC,83%,1030 mbar
31-May-19,9:00 PM,13ʡC,79%,1030 mbar
31-May-19,11:00 PM,13ʡC,85%,1031 mbar
