Date,Time,Temp,Humidity,Barometer
05-May-19,8:00 AM,10ʡC,93%,1026 mbar
05-May-19,9:00 AM,11ʡC,93%,1026 mbar
05-May-19,11:00 AM,13ʡC,78%,1026 mbar
05-May-19,12:00 PM,14ʡC,67%,1026 mbar
05-May-19,2:00 PM,16ʡC,57%,1025 mbar
05-May-19,3:00 PM,15ʡC,56%,1025 mbar
05-May-19,5:00 PM,14ʡC,64%,1025 mbar
05-May-19,6:00 PM,13ʡC,69%,1025 mbar
05-May-19,8:00 PM,11ʡC,76%,1025 mbar
05-May-19,9:00 PM,10ʡC,80%,1025 mbar
05-May-19,11:00 PM,10ʡC,85%,1025 mbar
06-May-19,12:00 AM,11ʡC,81%,1025 mbar
06-May-19,2:00 AM,10ʡC,89%,1024 mbar
06-May-19,3:00 AM,10ʡC,92%,1024 mbar
06-May-19,5:00 AM,9ʡC,94%,1023 mbar
06-May-19,6:00 AM,9ʡC,95%,1023 mbar
06-May-19,8:00 AM,10ʡC,97%,1024 mbar
06-May-19,9:00 AM,10ʡC,97%,1024 mbar
06-May-19,11:00 AM,12ʡC,92%,1024 mbar
06-May-19,12:00 PM,13ʡC,74%,1023 mbar
06-May-19,2:00 PM,14ʡC,62%,1021 mbar
06-May-19,3:00 PM,15ʡC,60%,1020 mbar
06-May-19,5:00 PM,14ʡC,57%,1019 mbar
06-May-19,6:00 PM,12ʡC,66%,1019 mbar
06-May-19,8:00 PM,8ʡC,84%,1019 mbar
06-May-19,9:00 PM,7ʡC,89%,1019 mbar
06-May-19,11:00 PM,6ʡC,93%,1018 mbar
07-May-19,12:00 AM,6ʡC,94%,1018 mbar
07-May-19,2:00 AM,6ʡC,96%,1016 mbar
07-May-19,3:00 AM,5ʡC,96%,1016 mbar
07-May-19,5:00 AM,4ʡC,95%,1015 mbar
07-May-19,6:00 AM,5ʡC,96%,1014 mbar
07-May-19,8:00 AM,7ʡC,93%,1014 mbar
07-May-19,9:00 AM,11ʡC,79%,1013 mbar
07-May-19,11:00 AM,15ʡC,56%,1012 mbar
07-May-19,12:00 PM,16ʡC,49%,1011 mbar
07-May-19,2:00 PM,18ʡC,47%,1009 mbar
07-May-19,3:00 PM,17ʡC,47%,1008 mbar
07-May-19,5:00 PM,17ʡC,48%,1007 mbar
07-May-19,6:00 PM,16ʡC,48%,1006 mbar
07-May-19,8:00 PM,15ʡC,48%,1007 mbar
07-May-19,9:00 PM,10ʡC,83%,1008 mbar
07-May-19,11:00 PM,10ʡC,88%,1007 mbar
08-May-19,12:00 AM,10ʡC,88%,1007 mbar
08-May-19,2:00 AM,9ʡC,90%,1007 mbar
08-May-19,3:00 AM,10ʡC,86%,1007 mbar
08-May-19,5:00 AM,10ʡC,84%,1008 mbar
08-May-19,6:00 AM,10ʡC,85%,1008 mbar
08-May-19,8:00 AM,10ʡC,88%,1010 mbar
08-May-19,9:00 AM,11ʡC,87%,1012 mbar
08-May-19,11:00 AM,12ʡC,85%,1013 mbar
08-May-19,12:00 PM,13ʡC,72%,1013 mbar
08-May-19,2:00 PM,12ʡC,70%,1014 mbar
08-May-19,3:00 PM,12ʡC,68%,1014 mbar
08-May-19,5:00 PM,11ʡC,80%,1015 mbar
08-May-19,6:00 PM,10ʡC,80%,1016 mbar
08-May-19,8:00 PM,9ʡC,82%,1016 mbar
08-May-19,9:00 PM,8ʡC,82%,1016 mbar
08-May-19,11:00 PM,7ʡC,82%,1016 mbar
09-May-19,12:00 AM,7ʡC,83%,1015 mbar
09-May-19,2:00 AM,10ʡC,74%,1014 mbar
09-May-19,3:00 AM,10ʡC,75%,1013 mbar
09-May-19,5:00 AM,11ʡC,70%,1012 mbar
09-May-19,6:00 AM,11ʡC,69%,1012 mbar
09-May-19,8:00 AM,12ʡC,63%,1012 mbar
09-May-19,9:00 AM,12ʡC,61%,1012 mbar
09-May-19,11:00 AM,14ʡC,54%,1010 mbar
09-May-19,12:00 PM,15ʡC,49%,1009 mbar
09-May-19,2:00 PM,15ʡC,51%,1008 mbar
09-May-19,3:00 PM,15ʡC,52%,1007 mbar
09-May-19,5:00 PM,14ʡC,51%,1008 mbar
09-May-19,6:00 PM,13ʡC,55%,1008 mbar
09-May-19,8:00 PM,9ʡC,84%,1010 mbar
09-May-19,9:00 PM,8ʡC,90%,1010 mbar
09-May-19,11:00 PM,8ʡC,93%,1010 mbar
10-May-19,12:00 AM,8ʡC,94%,1010 mbar
10-May-19,2:00 AM,8ʡC,95%,1009 mbar
10-May-19,3:00 AM,8ʡC,96%,1009 mbar
10-May-19,5:00 AM,9ʡC,97%,1010 mbar
10-May-19,6:00 AM,8ʡC,97%,1010 mbar
10-May-19,8:00 AM,9ʡC,98%,1012 mbar
10-May-19,9:00 AM,9ʡC,100%,1013 mbar
10-May-19,11:00 AM,9ʡC,100%,1014 mbar
10-May-19,12:00 PM,9ʡC,100%,1015 mbar
10-May-19,2:00 PM,10ʡC,97%,1016 mbar
10-May-19,3:00 PM,10ʡC,77%,1016 mbar
10-May-19,5:00 PM,10ʡC,78%,1019 mbar
10-May-19,6:00 PM,10ʡC,72%,1020 mbar
10-May-19,8:00 PM,8ʡC,75%,1022 mbar
10-May-19,9:00 PM,8ʡC,76%,1022 mbar
10-May-19,11:00 PM,7ʡC,76%,1024 mbar
11-May-19,12:00 AM,8ʡC,78%,1024 mbar
11-May-19,2:00 AM,8ʡC,79%,1023 mbar
11-May-19,3:00 AM,8ʡC,83%,1024 mbar
11-May-19,5:00 AM,8ʡC,86%,1024 mbar
11-May-19,6:00 AM,8ʡC,89%,1024 mbar
11-May-19,8:00 AM,9ʡC,93%,1025 mbar
11-May-19,9:00 AM,10ʡC,93%,1026 mbar
11-May-19,11:00 AM,11ʡC,91%,1026 mbar
11-May-19,12:00 PM,12ʡC,88%,1026 mbar
11-May-19,2:00 PM,13ʡC,87%,1025 mbar
11-May-19,3:00 PM,12ʡC,85%,1025 mbar
11-May-19,5:00 PM,13ʡC,84%,1026 mbar
11-May-19,6:00 PM,12ʡC,87%,1026 mbar
11-May-19,8:00 PM,12ʡC,90%,1027 mbar
11-May-19,9:00 PM,12ʡC,85%,1028 mbar
11-May-19,11:00 PM,12ʡC,82%,1027 mbar
12-May-19,12:00 AM,12ʡC,79%,1027 mbar
12-May-19,2:00 AM,11ʡC,82%,1027 mbar
12-May-19,3:00 AM,11ʡC,81%,1026 mbar
12-May-19,5:00 AM,11ʡC,88%,1026 mbar
12-May-19,6:00 AM,11ʡC,88%,1027 mbar
12-May-19,8:00 AM,11ʡC,90%,1028 mbar
12-May-19,9:00 AM,12ʡC,84%,1028 mbar
12-May-19,11:00 AM,13ʡC,77%,1028 mbar
12-May-19,12:00 PM,14ʡC,70%,1028 mbar
12-May-19,2:00 PM,14ʡC,73%,1027 mbar
12-May-19,3:00 PM,14ʡC,65%,1027 mbar
12-May-19,5:00 PM,14ʡC,71%,1027 mbar
12-May-19,6:00 PM,14ʡC,70%,1028 mbar
12-May-19,8:00 PM,13ʡC,74%,1028 mbar
12-May-19,9:00 PM,12ʡC,76%,1028 mbar
12-May-19,11:00 PM,12ʡC,79%,1028 mbar
13-May-19,12:00 AM,12ʡC,79%,1027 mbar
13-May-19,2:00 AM,11ʡC,78%,1027 mbar
13-May-19,3:00 AM,11ʡC,80%,1026 mbar
13-May-19,5:00 AM,9ʡC,88%,1026 mbar
13-May-19,6:00 AM,9ʡC,90%,1026 mbar
13-May-19,8:00 AM,9ʡC,91%,1027 mbar
13-May-19,9:00 AM,11ʡC,88%,1027 mbar
13-May-19,11:00 AM,14ʡC,67%,1027 mbar
13-May-19,12:00 PM,14ʡC,61%,1026 mbar
13-May-19,2:00 PM,15ʡC,58%,1025 mbar
13-May-19,3:00 PM,14ʡC,62%,1024 mbar
13-May-19,5:00 PM,14ʡC,60%,1024 mbar
13-May-19,6:00 PM,12ʡC,65%,1025 mbar
13-May-19,8:00 PM,11ʡC,75%,1026 mbar
13-May-19,9:00 PM,12ʡC,72%,1026 mbar
13-May-19,11:00 PM,12ʡC,70%,1026 mbar
14-May-19,12:00 AM,11ʡC,72%,1026 mbar
14-May-19,2:00 AM,11ʡC,73%,1026 mbar
14-May-19,3:00 AM,11ʡC,73%,1026 mbar
14-May-19,5:00 AM,11ʡC,73%,1026 mbar
14-May-19,6:00 AM,11ʡC,73%,1026 mbar
14-May-19,8:00 AM,11ʡC,72%,1028 mbar
14-May-19,9:00 AM,13ʡC,68%,1028 mbar
14-May-19,11:00 AM,15ʡC,65%,1029 mbar
14-May-19,12:00 PM,17ʡC,61%,1028 mbar
14-May-19,2:00 PM,18ʡC,55%,1028 mbar
14-May-19,3:00 PM,17ʡC,56%,1028 mbar
14-May-19,5:00 PM,14ʡC,74%,1029 mbar
14-May-19,6:00 PM,14ʡC,75%,1029 mbar
14-May-19,8:00 PM,10ʡC,85%,1030 mbar
14-May-19,9:00 PM,11ʡC,89%,1030 mbar
14-May-19,11:00 PM,10ʡC,90%,1031 mbar
15-May-19,12:00 AM,11ʡC,90%,1030 mbar
15-May-19,2:00 AM,11ʡC,90%,1030 mbar
15-May-19,3:00 AM,10ʡC,89%,1030 mbar
15-May-19,5:00 AM,11ʡC,86%,1030 mbar
15-May-19,6:00 AM,11ʡC,85%,1030 mbar
15-May-19,8:00 AM,11ʡC,85%,1032 mbar
15-May-19,9:00 AM,12ʡC,81%,1032 mbar
15-May-19,11:00 AM,12ʡC,65%,1032 mbar
15-May-19,12:00 PM,13ʡC,63%,1032 mbar
15-May-19,2:00 PM,15ʡC,60%,1030 mbar
15-May-19,3:00 PM,14ʡC,62%,1030 mbar
15-May-19,5:00 PM,12ʡC,66%,1030 mbar
15-May-19,6:00 PM,11ʡC,70%,1031 mbar
15-May-19,8:00 PM,7ʡC,87%,1031 mbar
15-May-19,9:00 PM,6ʡC,89%,1031 mbar
15-May-19,11:00 PM,7ʡC,90%,1030 mbar
16-May-19,12:00 AM,6ʡC,89%,1030 mbar
16-May-19,2:00 AM,5ʡC,91%,1029 mbar
16-May-19,3:00 AM,5ʡC,92%,1029 mbar
16-May-19,5:00 AM,6ʡC,91%,1029 mbar
16-May-19,6:00 AM,6ʡC,90%,1029 mbar
16-May-19,8:00 AM,7ʡC,89%,1029 mbar
16-May-19,9:00 AM,7ʡC,75%,1022 mbar
16-May-19,11:00 AM,12ʡC,68%,1029 mbar
16-May-19,12:00 PM,12ʡC,65%,1028 mbar
16-May-19,2:00 PM,14ʡC,62%,1027 mbar
17-May-19,8:00 AM,4ʡC,95%,1027 mbar
17-May-19,9:00 AM,8ʡC,95%,1028 mbar
17-May-19,11:00 AM,14ʡC,70%,1028 mbar
17-May-19,12:00 PM,15ʡC,62%,1027 mbar
17-May-19,2:00 PM,18ʡC,54%,1026 mbar
17-May-19,3:00 PM,17ʡC,54%,1026 mbar
17-May-19,5:00 PM,14ʡC,64%,1026 mbar
17-May-19,6:00 PM,12ʡC,71%,1027 mbar
17-May-19,8:00 PM,8ʡC,87%,1028 mbar
17-May-19,9:00 PM,8ʡC,90%,1029 mbar
17-May-19,11:00 PM,6ʡC,91%,1029 mbar
18-May-19,12:00 AM,6ʡC,93%,1029 mbar
18-May-19,2:00 AM,5ʡC,93%,1029 mbar
18-May-19,3:00 AM,4ʡC,93%,1029 mbar
18-May-19,5:00 AM,4ʡC,93%,1029 mbar
18-May-19,6:00 AM,4ʡC,93%,1029 mbar
18-May-19,8:00 AM,4ʡC,93%,1030 mbar
18-May-19,9:00 AM,7ʡC,92%,1031 mbar
18-May-19,11:00 AM,15ʡC,66%,1031 mbar
18-May-19,12:00 PM,17ʡC,59%,1030 mbar
18-May-19,2:00 PM,19ʡC,44%,1028 mbar
18-May-19,3:00 PM,20ʡC,42%,1028 mbar
18-May-19,5:00 PM,15ʡC,61%,1028 mbar
18-May-19,6:00 PM,13ʡC,66%,1029 mbar
18-May-19,8:00 PM,8ʡC,81%,1030 mbar
18-May-19,9:00 PM,7ʡC,87%,1030 mbar
18-May-19,11:00 PM,8ʡC,89%,1030 mbar
19-May-19,12:00 AM,8ʡC,86%,1029 mbar
19-May-19,2:00 AM,7ʡC,88%,1028 mbar
19-May-19,3:00 AM,8ʡC,88%,1028 mbar
19-May-19,5:00 AM,10ʡC,77%,1028 mbar
19-May-19,6:00 AM,12ʡC,71%,1028 mbar
19-May-19,8:00 AM,12ʡC,70%,1028 mbar
19-May-19,9:00 AM,14ʡC,65%,1028 mbar
19-May-19,11:00 AM,20ʡC,43%,1028 mbar
19-May-19,12:00 PM,19ʡC,45%,1026 mbar
19-May-19,2:00 PM,21ʡC,39%,1025 mbar
19-May-19,3:00 PM,21ʡC,41%,1024 mbar
19-May-19,5:00 PM,18ʡC,48%,1024 mbar
19-May-19,6:00 PM,17ʡC,51%,1024 mbar
19-May-19,8:00 PM,14ʡC,59%,1024 mbar
19-May-19,9:00 PM,14ʡC,59%,1024 mbar
19-May-19,11:00 PM,14ʡC,60%,1023 mbar
20-May-19,12:00 AM,15ʡC,58%,1022 mbar
20-May-19,2:00 AM,15ʡC,55%,1021 mbar
20-May-19,3:00 AM,17ʡC,50%,1021 mbar
20-May-19,5:00 AM,18ʡC,53%,1020 mbar
20-May-19,6:00 AM,17ʡC,57%,1020 mbar
20-May-19,8:00 AM,15ʡC,70%,1020 mbar
20-May-19,9:00 AM,15ʡC,76%,1020 mbar
20-May-19,11:00 AM,15ʡC,76%,1019 mbar
20-May-19,12:00 PM,18ʡC,65%,1018 mbar
20-May-19,2:00 PM,18ʡC,68%,1018 mbar
20-May-19,3:00 PM,17ʡC,69%,1018 mbar
20-May-19,5:00 PM,17ʡC,66%,1018 mbar
20-May-19,6:00 PM,16ʡC,64%,1019 mbar
20-May-19,8:00 PM,14ʡC,71%,1020 mbar
20-May-19,9:00 PM,12ʡC,76%,1020 mbar
20-May-19,11:00 PM,12ʡC,75%,1021 mbar
21-May-19,12:00 AM,12ʡC,77%,1021 mbar
21-May-19,2:00 AM,12ʡC,76%,1020 mbar
21-May-19,3:00 AM,12ʡC,74%,1020 mbar
21-May-19,5:00 AM,10ʡC,80%,1021 mbar
21-May-19,6:00 AM,10ʡC,81%,1022 mbar
21-May-19,8:00 AM,11ʡC,80%,1023 mbar
21-May-19,9:00 AM,13ʡC,79%,1023 mbar
21-May-19,11:00 AM,16ʡC,62%,1023 mbar
21-May-19,12:00 PM,17ʡC,58%,1023 mbar
21-May-19,2:00 PM,16ʡC,64%,1022 mbar
21-May-19,3:00 PM,16ʡC,65%,1022 mbar
21-May-19,5:00 PM,15ʡC,67%,1023 mbar
21-May-19,6:00 PM,15ʡC,70%,1023 mbar
21-May-19,8:00 PM,12ʡC,81%,1025 mbar
21-May-19,9:00 PM,12ʡC,83%,1025 mbar
21-May-19,11:00 PM,11ʡC,85%,1025 mbar
22-May-19,12:00 AM,10ʡC,88%,1025 mbar
22-May-19,2:00 AM,9ʡC,90%,1025 mbar
22-May-19,3:00 AM,9ʡC,90%,1026 mbar
22-May-19,5:00 AM,9ʡC,88%,1026 mbar
22-May-19,6:00 AM,9ʡC,88%,1026 mbar
22-May-19,8:00 AM,10ʡC,84%,1028 mbar
22-May-19,9:00 AM,12ʡC,76%,1028 mbar
22-May-19,11:00 AM,17ʡC,55%,1029 mbar
22-May-19,12:00 PM,19ʡC,49%,1028 mbar
22-May-19,2:00 PM,19ʡC,45%,1027 mbar
22-May-19,3:00 PM,19ʡC,45%,1027 mbar
22-May-19,5:00 PM,17ʡC,55%,1027 mbar
22-May-19,6:00 PM,15ʡC,64%,1027 mbar
22-May-19,8:00 PM,12ʡC,76%,1028 mbar
22-May-19,9:00 PM,11ʡC,79%,1028 mbar
22-May-19,11:00 PM,10ʡC,83%,1027 mbar
23-May-19,12:00 AM,9ʡC,85%,1027 mbar
23-May-19,2:00 AM,9ʡC,84%,1026 mbar
23-May-19,3:00 AM,9ʡC,84%,1026 mbar
23-May-19,5:00 AM,11ʡC,76%,1025 mbar
23-May-19,6:00 AM,11ʡC,74%,1025 mbar
23-May-19,8:00 AM,13ʡC,67%,1026 mbar
23-May-19,9:00 AM,15ʡC,62%,1026 mbar
23-May-19,11:00 AM,18ʡC,51%,1025 mbar
23-May-19,2:00 PM,19ʡC,48%,1022 mbar
23-May-19,3:00 PM,20ʡC,48%,1021 mbar
23-May-19,5:00 PM,18ʡC,53%,1020 mbar
23-May-19,6:00 PM,17ʡC,57%,1020 mbar
23-May-19,8:00 PM,17ʡC,56%,1020 mbar
23-May-19,9:00 PM,17ʡC,51%,1020 mbar
23-May-19,11:00 PM,17ʡC,46%,1019 mbar
24-May-19,12:00 AM,18ʡC,44%,1019 mbar
24-May-19,2:00 AM,16ʡC,51%,1019 mbar
24-May-19,3:00 AM,15ʡC,54%,1018 mbar
24-May-19,5:00 AM,14ʡC,57%,1017 mbar
24-May-19,6:00 AM,15ʡC,56%,1017 mbar
24-May-19,8:00 AM,16ʡC,51%,1018 mbar
24-May-19,9:00 AM,13ʡC,74%,1019 mbar
24-May-19,11:00 AM,17ʡC,62%,1017 mbar
24-May-19,12:00 PM,18ʡC,57%,1015 mbar
24-May-19,2:00 PM,20ʡC,50%,1013 mbar
24-May-19,3:00 PM,20ʡC,50%,1013 mbar
24-May-19,5:00 PM,18ʡC,55%,1013 mbar
24-May-19,6:00 PM,17ʡC,57%,1014 mbar
24-May-19,8:00 PM,16ʡC,69%,1014 mbar
24-May-19,9:00 PM,16ʡC,64%,1015 mbar
24-May-19,11:00 PM,14ʡC,75%,1015 mbar
25-May-19,12:00 AM,14ʡC,78%,1015 mbar
25-May-19,2:00 AM,10ʡC,89%,1014 mbar
25-May-19,3:00 AM,8ʡC,91%,1014 mbar
25-May-19,5:00 AM,10ʡC,92%,1013 mbar
25-May-19,6:00 AM,10ʡC,90%,1013 mbar
25-May-19,8:00 AM,11ʡC,81%,1013 mbar
25-May-19,9:00 AM,12ʡC,81%,1014 mbar
25-May-19,11:00 AM,15ʡC,71%,1013 mbar
25-May-19,12:00 PM,14ʡC,73%,1012 mbar
25-May-19,2:00 PM,15ʡC,69%,1010 mbar
25-May-19,3:00 PM,15ʡC,76%,1010 mbar
25-May-19,5:00 PM,14ʡC,71%,1010 mbar
25-May-19,6:00 PM,12ʡC,76%,1011 mbar
25-May-19,8:00 PM,11ʡC,88%,1012 mbar
25-May-19,9:00 PM,11ʡC,85%,1012 mbar
25-May-19,11:00 PM,10ʡC,78%,1012 mbar
26-May-19,12:00 AM,10ʡC,76%,1012 mbar
26-May-19,2:00 AM,9ʡC,78%,1012 mbar
26-May-19,3:00 AM,9ʡC,80%,1012 mbar
26-May-19,5:00 AM,8ʡC,76%,1012 mbar
26-May-19,6:00 AM,8ʡC,79%,1013 mbar
26-May-19,8:00 AM,8ʡC,79%,1013 mbar
26-May-19,9:00 AM,9ʡC,72%,1014 mbar
26-May-19,11:00 AM,11ʡC,63%,1013 mbar
26-May-19,12:00 PM,13ʡC,61%,1012 mbar
26-May-19,2:00 PM,12ʡC,64%,1009 mbar
26-May-19,3:00 PM,12ʡC,69%,1008 mbar
26-May-19,5:00 PM,11ʡC,75%,1006 mbar
26-May-19,6:00 PM,11ʡC,81%,1006 mbar
26-May-19,8:00 PM,9ʡC,89%,1007 mbar
26-May-19,9:00 PM,8ʡC,89%,1008 mbar
26-May-19,11:00 PM,8ʡC,85%,1006 mbar
27-May-19,12:00 AM,8ʡC,82%,1006 mbar
27-May-19,2:00 AM,7ʡC,76%,1006 mbar
27-May-19,3:00 AM,5ʡC,86%,1006 mbar
27-May-19,5:00 AM,6ʡC,78%,1005 mbar
27-May-19,6:00 AM,5ʡC,77%,1006 mbar
27-May-19,8:00 AM,5ʡC,82%,1007 mbar
27-May-19,9:00 AM,5ʡC,85%,1008 mbar
27-May-19,11:00 AM,8ʡC,82%,1009 mbar
27-May-19,12:00 PM,9ʡC,77%,1009 mbar
27-May-19,2:00 PM,10ʡC,75%,1010 mbar
27-May-19,3:00 PM,10ʡC,74%,1010 mbar
27-May-19,5:00 PM,8ʡC,84%,1012 mbar
27-May-19,6:00 PM,8ʡC,81%,1013 mbar
27-May-19,8:00 PM,8ʡC,73%,1013 mbar
27-May-19,9:00 PM,8ʡC,71%,1014 mbar
27-May-19,11:00 PM,8ʡC,75%,1013 mbar
28-May-19,12:00 AM,8ʡC,77%,1013 mbar
28-May-19,2:00 AM,9ʡC,79%,1011 mbar
28-May-19,3:00 AM,9ʡC,80%,1011 mbar
28-May-19,5:00 AM,9ʡC,80%,1010 mbar
28-May-19,6:00 AM,9ʡC,77%,1009 mbar
28-May-19,8:00 AM,9ʡC,81%,1009 mbar
28-May-19,9:00 AM,9ʡC,82%,1009 mbar
28-May-19,11:00 AM,11ʡC,84%,1008 mbar
28-May-19,12:00 PM,12ʡC,78%,1007 mbar
28-May-19,2:00 PM,13ʡC,71%,1005 mbar
28-May-19,3:00 PM,13ʡC,67%,1004 mbar
28-May-19,5:00 PM,12ʡC,65%,1003 mbar
28-May-19,6:00 PM,12ʡC,67%,1003 mbar
28-May-19,8:00 PM,11ʡC,61%,1002 mbar
28-May-19,9:00 PM,11ʡC,65%,1002 mbar
28-May-19,11:00 PM,9ʡC,75%,1001 mbar
29-May-19,12:00 AM,8ʡC,80%,1001 mbar
29-May-19,2:00 AM,8ʡC,77%,1000 mbar
29-May-19,3:00 AM,8ʡC,73%,1000 mbar
29-May-19,5:00 AM,7ʡC,77%,1000 mbar
29-May-19,6:00 AM,6ʡC,80%,1001 mbar
29-May-19,8:00 AM,6ʡC,73%,1002 mbar
29-May-19,9:00 AM,5ʡC,80%,1002 mbar
29-May-19,11:00 AM,6ʡC,84%,1004 mbar
29-May-19,12:00 PM,4ʡC,85%,1004 mbar
29-May-19,2:00 PM,6ʡC,81%,1005 mbar
29-May-19,3:00 PM,6ʡC,83%,1006 mbar
29-May-19,5:00 PM,5ʡC,83%,1009 mbar
29-May-19,6:00 PM,5ʡC,81%,1010 mbar
29-May-19,8:00 PM,5ʡC,81%,1012 mbar
29-May-19,9:00 PM,5ʡC,84%,1014 mbar
29-May-19,11:00 PM,5ʡC,82%,1014 mbar
30-May-19,12:00 AM,5ʡC,84%,1015 mbar
30-May-19,2:00 AM,5ʡC,84%,1016 mbar
30-May-19,3:00 AM,5ʡC,83%,1017 mbar
30-May-19,9:00 AM,7ʡC,83%,1022 mbar
30-May-19,11:00 AM,9ʡC,77%,1023 mbar
30-May-19,12:00 PM,9ʡC,78%,1023 mbar
30-May-19,2:00 PM,10ʡC,69%,1023 mbar
30-May-19,3:00 PM,11ʡC,71%,1022 mbar
30-May-19,5:00 PM,9ʡC,81%,1024 mbar
30-May-19,6:00 PM,9ʡC,85%,1024 mbar
30-May-19,8:00 PM,9ʡC,92%,1024 mbar
30-May-19,9:00 PM,9ʡC,94%,1024 mbar
30-May-19,11:00 PM,9ʡC,95%,1024 mbar
31-May-19,12:00 AM,10ʡC,96%,1024 mbar
31-May-19,2:00 AM,10ʡC,97%,1024 mbar
31-May-19,3:00 AM,10ʡC,97%,1024 mbar
31-May-19,5:00 AM,11ʡC,98%,1024 mbar
31-May-19,6:00 AM,10ʡC,98%,1025 mbar
31-May-19,8:00 AM,10ʡC,98%,1027 mbar
31-May-19,9:00 AM,10ʡC,98%,1028 mbar
31-May-19,11:00 AM,11ʡC,97%,1028 mbar
31-May-19,12:00 PM,12ʡC,91%,1028 mbar
31-May-19,2:00 PM,12ʡC,80%,1028 mbar
31-May-19,3:00 PM,12ʡC,79%,1028 mbar
31-May-19,5:00 PM,11ʡC,79%,1029 mbar
31-May-19,6:00 PM,11ʡC,84%,1030 mbar
31-May-19,8:00 PM,11ʡC,83%,1030 mbar
31-May-19,9:00 PM,10ʡC,84%,1031 mbar
31-May-19,11:00 PM,10ʡC,86%,1031 mbar
